thread_id,Product Name,LLSum,AutoCat
45258,Help cracking Tamosoft Commview 7 build 771,35,Other
45344,employee monitoring software,11,Other
45348,MixShared Users List {Forum},131,eBooks – Technical
45400,Ultra Proxy Grabber 2014 - By Pooria Sharaffodin,51,Anonymity – Proxies
45401,Proxy Grabber Full Fast,51,Anonymity – Proxies
45402,Proxy Soft v.1.8 by Дмитрий,51,Anonymity – Proxies
45422,Bypass Server Permissions (log.txt file download),19,eBooks – Technical
45432,cPanel Attacker [ by ghost-dz ],10,Other
45434,EngineX v0.9d Stable Ezleecher v 4.01 New update,22,Resources – Identity Documents
45435,All Soft by PGT 2.8  Cracked...By PuL9,9,Other
45453,spizoo.com success keys,65,Anonymity – VPN
45535,Forum UserCombo Leecher RoyDJ v3.0,18,Other
45661,Golden Proxy 1.2 by Dier,51,Anonymity – Proxies
45703,Google Proxy by Dier,51,Anonymity – Proxies
45757,Uploadhero Cracker Private Tool,13,Other
45770,Hits Combo For Cams,28,Cashing Out
45774,TRANSPARENT (Level 3)  PROXY LIST 2072    22/3/2014,131,eBooks – Technical
45786,uploadhero Cracker by  alberto,13,Other
45793,High (Elite) Proxy China List 198  22/3/2014,131,eBooks – Technical
45835,Proxy Goblin 2.5.9 Ver 1 CrackingFire Full Active,51,Anonymity – Proxies
45847,About combo leeching and proxy leeching,51,Anonymity – Proxies
45854,TRANSPARENT (Level 3)  PROXY LIST  2174     24//3/2014,131,eBooks – Technical
45887,TRANSPARENT (Level 3)  PROXY LIST  2651   25/3/2014,131,eBooks – Technical
45897,TRANSPARENT (Level 3)  PROXY LIST 2114    26/3/2014,131,eBooks – Technical
45904,Gather Proxy 8.1 updated,51,Anonymity – Proxies
45917,TRANSPARENT (Level 3)  PROXY LIST   2036   27/3/2014,131,eBooks – Technical
45928,Lumfile.com Account Cracker by buddah,142,Anonymity – VPN
46029,TRANSPARENT (Level 3)  PROXY LIST  2171   29/3/2014,131,eBooks – Technical
46047,Bitshare-Freakshare Account Cracker by buddah,77,Anonymity – VPN
46076,TRANSPARENT (Level 3) PROXY LIST  2070  30/3/2014,131,eBooks – Technical
46133,TRANSPARENT (Level 3)   PROXY LIST  2403  31/3/2014,131,eBooks – Technical
46167,ask: CRACK VECTOR MAGIC PLEASE??,34,Other
46200,TRANSPARENT (Level 3) PROXY LIST 2152  3/4/2014,131,eBooks – Technical
46201,ChrisPC Anonymous Proxy Pro 5.10+serial Key Full Active,140,PGP/GPG
46217,Remote Administrative Tools,7,Other
46221,Micro Keylogger for Parents,28,Cashing Out
46350,TRANSPARENT  (Level 3) PROXIES List 2550   9/4/2014,131,eBooks – Technical
46378,Elite Proxy Switcher v1.26 ( free ),103,Fraud
46410,TRANSPARENT (Level 3) PROXY LIST 2471   10/4/2014,131,eBooks – Technical
46427,TRANSPARENT (Level 3) PROXY LIST 2661   11/4/201,131,eBooks – Technical
46502,I need cpanel to buy,14,Other
46517,TRANSPARENT (Level 3) PROXY LIST  2598  13/4/2014,131,eBooks – Technical
46518,ANONYMOUS (Level 2) PROXY LIST  1249   13/4/2014,131,eBooks – Technical
46537,TRANSPARENT (Level 3)   PROXY LIST  3072     14/4/2014,131,eBooks – Technical
46550,[Cracked] Twitter Cracking Tool / / Fast / / Stable / / No Set Up / / Hack Twitter,73,Hacking – General
46613,myfreecams Cracker By ROYDJ,13,Other
46732,Change your IP Address to other country by using Firefox Addon | Easy Way |,94,Anonymity – Proxies
46844,Proxy Shark Tutorial (Scrape),64,Carding
46924,"Spotify own config, issues",10,Other
46925,[TUT] darkcomet running on kali linux,42,eBooks – Technical
46990,"Help me , with my start!",69,Other
46996,help me crack website x5 evolution 10,69,Other
47011,d3vleecher 1.2 cracked ( Combo leecher),0,Other
47045,cracking website x5 Evolution please?,54,Other
47060,Gather Proxy 8.2 updated,51,Anonymity – Proxies
47061,Golden proxy Best For cracking 2000+  4/5/2014,51,Anonymity – Proxies
47077,5/5/14 incloak.com ProxyList [2955],65,Anonymity – VPN
47256,Origin brute and checker,11,Other
47393,ELITE (Level 1) PROXY LIST 2200 18/5/2014,131,eBooks – Technical
47399,[B]List of over 995K Porn Domains[/B],131,eBooks – Technical
47475,girlsgonewild success key,140,PGP/GPG
47637,ProxyList Hideme.ru [2326] 5/24,8,Other
47667,ProxyList Hideme.ru [2254] 5/26,8,Other
47760,When i click test sentry closes,20,Drugs – General
48252,HideMyAss (Elite+) Proxies 01-06-2014,47,Anonymity – Proxies
48253,MBA Cracking without success keys and making a profile,55,PGP/GPG
48254,6000+ sql Emails Combo,34,eBooks – Technical
48259,Meaning Of Return Codes In Sentry MBA,9,Other
48349,HideMyAss (elite+) Fresh Proxies for CF Lover's 3-6-2014,47,Anonymity – Proxies
48389,Need 3D game studio A8 Crack or Kygeine,60,eBooks – Technical
48493,ELITE (Level 1) PROXY LIST 10000+ 7/6/2014,131,eBooks – Technical
48586,MD5 online decryptor!!! [update],29,Anonymity – Other
48657,"Need help cracking program, different than others i know of",42,Other
48810,ELITE (Level 1) PROXY LIST 2700+ 14/6/2014,131,eBooks – Technical
48845,how to password from mozila fire fox tutorial..,64,Carding
48992,Hide My Ass Daily List Update By Me.,131,eBooks – Technical
49092,Havij Sql Email Combo,0,Hacking – Website
49131,Hideme Proxy Grabber,51,Anonymity – Proxies
49152,Xplicit Combo Leecher cracked by viruslover,0,Other
49184,Video file with protection???,49,eBooks – Technical
49344,Uploaded Cracker - by Alex1167,13,Other
49591,Dichecker v2.0 new core | UPDT,33,eBooks – Technical
49623,what tool to check mail:pass list on a special site?,148,eBooks – Technical
49724,Spokeo.com success keys,65,Anonymity – VPN
49740,ESET 7 crack or password,13,Other
49834,Huge Regular Combo list!,131,eBooks – Technical
49884,EasyJoiner by RoyDJ,0,Other
49885,HMA-L by RoyDJ,0,Other
50286,Porn Premium comboliste,102,Anonymity – VPN
50288,dirtyflix.com,65,Anonymity – VPN
50289,Fresh procxie list,131,eBooks – Technical
50723,Proxy Gear Pro Timeout 3 Transparent 5345 Anonymous 6985,115,Anonymity – Other
50837,Collection of tools for cracking,63,eBooks – Other
51550,Sentry Problem with Premierleaguepass.com,65,Anonymity – VPN
52046,Request: Comparator Fast v1.2.4.1 crack,8,Other
52181,Amazon Gift Card Generator/KeyGen?,171,Carding
52257,new combo enjoy cracking guys,28,Hacking – Wireless Networks
52277,Wordlist advice,21,Other
52554,SqlMap + Android :),58,eBooks – Technical
52555,Brute force Twitter,16,SEO
52734,Proxy Soft by AG,51,Anonymity – Proxies
52827,how to watch porn streaming whit proxy server ?,51,Anonymity – Proxies
53109,--- Tutorial --- How to upload shell jpg.php with tamper data,127,eBooks – Technical
53130,Sentry config for pop up login,28,Cashing Out
53165,[HELP][Req] Visual web Ripper [.NET],80,eBooks – Technical
53172,where do you start when trying to crack a site like babestationcams.com?,76,Anonymity – VPN
53200,Dendroid (Android) Http Remote Administration Tool (Full Source),78,eBooks – Technical
53203,SQLi Dumper v.7,9,Other
53205,Gerix Wifi Cracker,220,Hacking – Wireless Networks
53206,Elcomsoft Phone Password Breaker Professional,136,Hacking – Phreaking
53207,Remote Desktop Denial Of Service Vulnerability 0day,16,Anonymity – VPN
53208,New Private Office Exploit,44,Hacking – Website
53210,The Mole - Automatic SQL Injection Exploitation Tool,34,eBooks – Technical
53211,E-mail Spoofer,139,Transportation/Stealth
53212,FaceDominator v2 (worth $499) - Ultimate Tool To Facebook,111,Hacking – Website
53214,Roda Private Edition Crypt ByRod FUD,168,eBooks – Technical
53215,Power Crypt Cracked By Meth,60,Drugs – Production
53216,FuckShitUp - Multi Vulnerabilities Scanner written in PHP,20,eBooks – Technical
53217,Darkode Brute Force v.1.9 with keygen,49,eBooks – Technical
53218,"SQL Injection in vBulletin 5.0.4, 5.0.5, 5.1.0, 5.1.1 and 5.1.2 (Exploit + Video)",44,Hacking – Website
53219,Android Hacker Pack (For rooted devices),113,Hacking – General
53220,Pro Mailer V2 php smtp support,20,eBooks – Technical
53221,"Windows 8.1/8/7/vista/, Windows server2008/2012, MS Office 2010/2013 best Activator",20,Malware Authorship
53222,Mass Twitter Account Creator!,77,Anonymity – VPN
53252,DK Brute v1.9 Full Active VIP Tool...,11,Other
53419,Searching help from guys who are good in cracking,35,Other
53420,Post: #1Facebook Email Spoofer 2014 working 100%,77,Anonymity – Other
53625,bruteforcer,0,Other
53636,Best Current Tool for Combo Leeching?,28,Cashing Out
53638,Need a tool to pull combos from a text file,18,PGP/GPG
53659,shells,0,Other
53691,"Benahs 13,000 + Proxy List",131,eBooks – Technical
53695,GatherProxy 8.3 Premium Version Full Active VIP,102,Anonymity – VPN
53762,Need Help To Crack .Net Application,42,Other
53837,Vulnerability Details : CVE-2014-0556,0,Other
53937,[E-Book] Bible of the SQL-Injection,174,eBooks – Technical
53938,Hidemyass Daily Premium Proxy List V3.00 New,149,Anonymity – VPN
53948,Need Help Cracking A Application,42,Other
54106,ELITE PROXIES (Level 1) List 3500+ 8/10/2014,131,eBooks – Technical
54107,TRANSPARENT PROXIES (Level 3) List 1800+ 8/10/2014,131,eBooks – Technical
54108,ANONYMOUS PROXIES (Level 2) List 1100+ 8/10/2014,131,eBooks – Technical
54115,Email Pas Porn filehost Combo List,131,eBooks – Technical
54116,Cool-Proxy Leecher,51,Anonymity – Proxies
54283,best combo mail 2014,139,Transportation/Stealth
54295,Detect geographical location,8,Other
54321,shells,0,Other
54326,Cracking A Program,28,Hacking – Wireless Networks
54380,Google Proxy - Found Links Oct 14 2014 [240 kb],51,Anonymity – Proxies
54396,Oct 15 2014 Htpp Proxy,51,Anonymity – Proxies
54416,L1.L2.L3 Fast Fresh Proxy Mix List 6000+ 16/10/2014,131,eBooks – Technical
54539,Anonymous Proxies Links Oct 17 2014,115,Anonymity – Other
54548,L1.L2.L3 Fast Fresh Proxy Mix List 6800+ 18/10/2014,131,eBooks – Technical
54578,L1.L2.L3 Fast Fresh Proxy Mix List 5500+ 19/10/2014,131,eBooks – Technical
54590,rdp,0,Other
54716,Wordpress 0day Exploiter,0,Other
54744,Reaper 0.0.10d[BETA]coded by morituri,0,Other
54898,Level-23 Multi Tools V1 By F.I.G.H.T.E.R,7,Other
54899,L1.L2.L3 Fresh Cracking Proxy List 55000+ 27/10/2014,131,eBooks – Technical
54975,Code Facebook By Security Alshaab 2014 working 100%,111,Hacking – Website
55025,L1.L2.L3 Fresh Cracking Proxy List 4000+ 01/11/2014,131,eBooks – Technical
55041,HTTP Proxy List /Oct/31/2014,131,eBooks – Technical
55132,Fresh Email : Pass 45500 Combo list l3awa,131,eBooks – Technical
55133,L1.L2.L3 Fresh Cracking Proxy List 5600+ 5/11/2014,131,eBooks – Technical
55134,Transparent Proxies Level 3 Proxy List  5/11/2014,131,eBooks – Technical
55135,Anonymous Level 2 Proxy List 800+  5/11/2014,131,eBooks – Technical
55136,Elite Level 1 Proxy List 3100+  5/11/2014,131,eBooks – Technical
55163,L1.L2.L3 Fresh Cracking Proxy List 3700+ 6/11/2014,131,eBooks – Technical
55164,Transparent Level 3 Proxy List 1400 6/11/2014,131,eBooks – Technical
55165,Anonymous Level 2 Proxy List 200+ 6/11/2014,131,eBooks – Technical
55166,Elite Level 1 Proxy List 2100+ 6/11/2014,131,eBooks – Technical
55233,Transparent Level 3 Proxy List 1400+ 8/11/2014,131,eBooks – Technical
55234,Elite Level 1 Proxy List 2200+ 8/11/2014,131,eBooks – Technical
55267,Elite Level 1 Proxy List 1200+ 9/11/2014,131,eBooks – Technical
55268,L1.L2.L3 Fresh Cracking Proxy List 2500+ 9/11/2014,131,eBooks – Technical
55339,AutoProxyLocator 2014 Click Download Working Proxy,51,Anonymity – Proxies
55340,Gather Proxy 8.4 updated New Free version,103,Fraud
55357,Google Brute Working,31,SEO
55359,Multi Vuln Checker 2014 - Coded By Pooria Sharaffodin,7,Other
55414,when finding an account will just give 404 error,77,Anonymity – VPN
55486,Hello Dear Carders!,32,Carding
55510,L1.L2.L3 Fresh Cracking Proxy List Today update 16/11/2014,131,eBooks – Technical
55511,Hello Dear Carders!,32,Carding
55902,help aiohnb no leech theme,44,PGP/GPG
56021,Starcraft II / Battle.net Account!,77,Anonymity – VPN
56059,checking keys in debug problem :(,69,PGP/GPG
56093,can anyone tell how to setup OCR ?,38,Other
56124,2215 Mixed Proxies 11/30/14,47,Anonymity – Proxies
56200,Scrapebox Cracked New Verion 1.16.3,22,Resources – Identity Documents
56226,Earn Unlimited Bitcoin [AutoPilot][I earned 0.6 BTC],506,Cryptocurrency – General
56552,Pastebin D3vSpider V1.41 Private,0,Other
56942,Steam TooLz  (CS:GO),26,Fraud
57067,mature.nl,0,Other
57126,Who's to crack this software?,96,Other
57202,"L1.L2.L3 Fresh Cracking Proxy List Today 8,000+ 23/12/2014",131,eBooks – Technical
57285,[Sentry MBA][Need Help] how to crack websites with non-ANSI characters in url,49,eBooks – Technical
57288,Simple SQLi Dork Scanner,9,Other
57292,PCU version.1.0 Proxy Parser Checker Cracked Full Private,51,Anonymity – Proxies
57431,Earn $50 - $100 in bitcoin(btc) per day works just try,518,Cryptocurrency – General
57463,Help cracking Brazzers and Julesjordan! :P,35,Other
57473,"L1.L2.L3 Fresh Cracking Proxy List Today 7,000+ 30/12/2014",131,eBooks – Technical
57942,"L1.L2.L3 Best Cracking Proxy List 5,000+ 1/7/2015",143,eBooks – Technical
57958,indiansexlounge.com,65,Anonymity – VPN
58038,Help cracking this soft,131,Other
58126,10-01-15 VIP Socks 5 Servers (90),173,Anonymity – Proxies
58279,watch4beauty.com,65,Anonymity – VPN
58357,L1.L2.L3 Fresh Cracking Proxy List Today 2400+ 13/1/2014,131,eBooks – Technical
58420,Russian Green Proxy Big list Jan- 15-2015,131,eBooks – Technical
58544,Battlefield 4 Pc Xbox360 One Ps3/4 keygen Private,0,Other
58624,Fifa15 key Generator V2.2,140,PGP/GPG
58681,Multi Scraper 0.0.1.0,7,Other
58734,Can anyone crack this baby,124,Other
58812,trouble with variables,49,eBooks – Technical
58950,30.01.2015 proxylist ;),0,Other
59021,5k HQ Amazon Combo - All emails are registered on amazon.,170,Fraud
59294,"02-08-2015, 214 anon proxys tested with charon",49,eBooks – Technical
59375,Request Rapidgator Cracker Tool,13,Other
59459,"02-14-2015, 217 anon proxys tested with charon",49,eBooks – Technical
59537,"02-18-2015, 99 anon proxys tested with charon",49,eBooks – Technical
59603,username scrapers,0,Other
59638,"02-23-2015, 242 anon proxys tested with charon",49,eBooks – Technical
59668,*Dork For Finding Email & Pass With PayPals :P*,62,eBooks – Technical
59669,Earn 300$-500$ Daily [Never Seen before,50,Other
59676,[HELP] Is there any software cracking tutorial section? [/HELP],108,Other
59679,"02-25-2015, 120 anon proxys tested with charon",49,eBooks – Technical
59690,How Install Tools Kali In ElementaryOs,13,Other
59734,iStealer 6.5 news 2015,0,Other
59747,"02-26-2015, 102 anon proxys tested with charon",49,eBooks – Technical
59892,can sommone tell me where i am wrong,45,Other
60314,Need help finding a tutorial/guide on How to Crack Software/Programs,81,Carding
60338,Rapidgator.net Premium Account hit 134,179,Anonymity – VPN
60357,Elamino's Cracked Software (VipHF),11,Other
60458,i want to crack radius manager 4.1.5 and i pay,18,Fraud
60503,Help with cracking Videobox.com,65,Anonymity – VPN
60524,Vertex Error,12,Other
60545,Acces to forum- help,53,Other
60548,[Tutorial] Bots in Sentry,64,Carding
60549,[Tutorial] Redirect Stage,64,Carding
60608,[REQ]Someone please crack these softwares,34,Other
60666,Fresh Filtered and checked L1 High Anonymous,115,Anonymity – Other
60668,Fresh Filtered and checked L2 Anonymous,115,Anonymity – Other
60735,Fresh combo list for brazzers,144,eBooks – Technical
60865,ProxyLite | TheBEST ProxyTool | 60K+ Proxies | Custom ProxyChecker | Best for Crackin,47,Anonymity – Proxies
60886,Runescape Cracking,28,Hacking – Wireless Networks
61025,Help Sentry Cracking no Starting ?!,48,Other
61088,5000+ Fresh Fast Proxy List 4/16/2015 Today,131,eBooks – Technical
61252,"8,498 Fresh Proxyb List Today 4/3/2015 @l3awa@",131,eBooks – Technical
61413,★ ☆ ★Earn 200$ Day [Proof Have]★ ☆ ★,38,Cryptocurrency – Trading
61440,Buy fake swedish passports online/false norwegian passports sell/finnish fake id card,230,Counterfeit Currency
61441,"Buy fake brazilian passport, id card, drivers license/japanese fake passport for sale",587,Resources – Identity Documents
61442,Buy fake passports of united states/american fake driver's licence for sell/buy us id,221,Counterfeit Currency
61443,Buy fake singapore passport/false chinese passport buy online/malaysian fake passport,545,Resources – Identity Documents
61582,how to create premium accounts by using sentry mba?,102,Anonymity – VPN
61583,OG Combo Maker,0,Other
61584,ComboList Maker,0,Other
61585,Pandaz Combo (List) Creator,131,eBooks – Technical
61586,Combo Maker Tool  | BL4CKH4ND,11,Other
61587,Combolist Maker by Mizore,0,Other
61588,OG Combo Maker V2 [Cracked],8,Other
61629,how to record chaturbate,0,Other
61646,1k Combolist USERPASS Filehosting,0,Other
61650,5699 EmailPass Russian Gamer,11,Other
61667,Searching for Photoshop and FL-Studio,28,Cashing Out
61669,Searching for Photoshop and FL-Studio,28,Cashing Out
61710,Can someone crack girlsgonewild?,17,Other
62043,Hotspot Shield 4.15.2 Elite + Universal Crack,14,Other
62209,Indasy Point Of Sale (POS) Help Please,85,Other
62221,CyberGhost Patch - PainteR,36,Anonymity – VPN
62318,Crack Punch Home Design Platinum please??,34,Other
62398,hack by Injecting payload into softwares via HTTP,71,Hacking – General
62669,Problem cracking,28,Hacking – Wireless Networks
62676,Help in making email combo,57,Anonymity – Other
62713,Help urgent Cracking,35,Other
62746,Combo & Proxy Leecher (from multiple file+http),58,Anonymity – Proxies
62891,List http proxy checked 15/7/2015,131,eBooks – Technical
62896,Intel Parallel Studio XE 2015 Update 2 ISO-TBE,22,Anonymity – Tor
62900,1 BTC Every Week Autopilot Method. Set and Forget.,505,Cashing Out
62901,1 BTC Every Week Autopilot Method. Set and Forget.,505,Cashing Out
63037,Gather Proxy 8.6 updated New Free version,103,Fraud
63104,Can someone to help me to activate Tableau 8.3?,66,Other
63126,Excellent Steam Software by Aniel v3.0.4 [Cracked by PC-RET],18,Fraud
63366,C-Force error,12,Other
63435,any want can help me  UserPassList.txt for lazy ssh,66,Other
63445,VEK - Vulnerability Exploit Kit PREVIEW RELEASE 2,44,Hacking – Website
63494,Official thread for soul proxyless PSN,28,Cashing Out
63525,Who is work ?,26,Other
63739,Looking for a Multi-threaded w/ proxy support Y! Cracker,51,Anonymity – Proxies
63841,WhatsApp hacking tool,281,Hacking – General
63877,Config Searcher v1.0,0,Other
63902,Hidemyass Premium Proxylist Daily updated,118,Anonymity – VPN
63988,vCRACK |#| MULTI - ACCOUNT CRACKER,77,Anonymity – VPN
64029,EZLeecher 3.2 / EZLeecher 3.2.5(latest) / OCX Registrator,0,Other
64030,Accessdiver 4.402 + PDF Tutorial + Video Link,64,Carding
64031,Hidemyass Premium Proxylist Daily updated,118,Anonymity – VPN
64043,Bitcoin Stealer - Now Make Thousand Of Money Easily {HOT} {TESTED},467,Cryptocurrency – General
64261,Source Ambiance theme,7,Other
64337,Redirecting TCP Connection,0,Other
64458,Internet Download Manager 6.25 build 2 final cracked,14,Other
64532,[Tool] Gmail Password Cracker - Good for invading PayPal accounts!,398,Cashing Out
64584,[Tool] WiFi Password Decrypter,207,Hacking – Wireless Networks
64585,[Tool] WiFi Password Decrypter,207,Hacking – Wireless Networks
64655,Anti Fortinet Web Filter 1.0,47,eBooks – Technical
64682,Traffic Exploder 1.06 + Login,84,SEO
64926,Selling Feshly Hacked 101 & 201 DumpsFullz And ***'s,29,Hacking – General
65052,[Free] BitPlier - Multiply your bitcoins easily!,167,Cryptocurrency – General
65054,[Free] BitPlier - Multiply your bitcoins easily!,167,Cryptocurrency – General
65129,Need China databases,11,Other
65160,need some crack or patch please,54,Other
65166,Helping to recover lost Gmail Account.,77,Anonymity – VPN
65463,new hash database,41,eBooks – Technical
65573,Playstion Network Cracker/Game Checker 2016 Fully Working 1/5/2016,47,eBooks – Technical
65599,Sqli dumper v8.0 powerful sqli tool,18,Hacking – Website
65644,$15 for software crack,28,Cashing Out
65849,Make up to 0.5 BTC a day,373,Cashing Out
65850,Make up to 0.5 BTC a day,373,Cashing Out
66055,Тема: Selling fast private Socks5 Proxy. Few countries,292,Anonymity – Proxies
66113,DreamAmazon Released Source code + cracked 2016,12,Other
66124,[Wordlist-Question] How to compare 2 lists and filter out/find matches in Combo1 based on Combo2,205,Cashing Out
66149,New Dorks List 2016,160,eBooks – Technical
66270,Amazon Account Checker (Cracker) Proxyless,81,Fraud
66276,members.naturalbushgirls.com,65,Anonymity – VPN
66281,youreroticparadise.com,65,Anonymity – VPN
66472,Enigma Logger |Persistence |Process Killer|Hidden Startup| PW Recovery|Melt (Cracked by GenerouzX),8,Other
66480,New Leauge of Legends Skin Changer - All Skins and Custom Made Skins!,31,Resources – Identity Documents
66493,"★MARCH SALE★ Silthx Crypto Locker C/Asm (Ransomware) UAC Bypass, All Windows OS",26,Cryptocurrency – Trading
66494,HideMe.ru KEYS 300 DAYS!,55,PGP/GPG
66501,PSN-Brute-amp-Checker-by-Bax77 100% Work,20,Anonymity – Other
66515,[NEW] Minecraft Premium Account & Optifine Cape Crackers!,179,Anonymity – VPN
66588,desperately seeking help in a change :(,35,Other
66618,Need a program cracked WILL PAY $$,15,Other
66619,Need a program cracked WILL PAY $$,15,Other
66661,[HOT] Automatic Survey Solver | GPT BoT | Now earn on Total Autopilot! | PrizeRebel/Rewards1...Bot,39,eWhoring
66675,vCrack 1.5.5 (latest) LEAKED,0,Other
66751,Tor browser,1099,Anonymity – Tor
66803,Gather Proxy 8.8 [PREMIUM VERSION],133,Anonymity – VPN
66805,10k Gaming Combo - Gmail,38,Hacking – Website
66806,9k Runescape Combo List - Gmail,131,eBooks – Technical
66872,Sqli Dumper v8.0 Cracked Powerful SQLi Tool,18,Hacking – Website
66891,Sqli Dumper v8.5 Cracked Powerful SQLi Tool,18,Hacking – Website
66892,ASHLEY MADISON complete db,21,Drugs – Production
66897,Hacked / leaked database thread every week,35,Cashing Out
66973,"EZCrack 2016 Latest Cracker (Hulu,netflix,32+ sites)",83,Carding
66994,Skype Hacker Cracked By 0x9F & Alcatraz3222,100,Hacking – General
66995,PlatinumNET Keylogger,9,Other
66996,HawkEye Keylogger v3 [Cracked],9,Other
66997,Dracula Keylogger [FULL VERSION] [CRACKED],11,Other
66998,DroidJack 2016 [Most Stable Android RAT] [Cracked],70,eBooks – Technical
66999,Trillium Security MultiSploit Tool v3 - Cracked,29,Other
67001,Perfect Keylogger Serial Code Cracked,9,Other
67020,New HMA Premium Proxy Grabber Super Hit 2015!Code:,133,Anonymity – VPN
67052,Bitcoin Generator – Earn Bitcoins for Free!,612,Cryptocurrency – General
67053,Way to penetrate Android devices 2016,70,eBooks – Technical
67055,Camera FV-5 v2.78 Patched,8,Other
67060,IP Tools Premium APK,102,Anonymity – VPN
67121,[GET] Fiverr $290 Per Day Method + Fiverr Bot,123,Cashing Out
67132,ssl proxies,47,Anonymity – Proxies
67279,"★MAY SALE★ Silthx Crypto Locker C/Asm (Ransomware) UAC Bypass, All Windows OS",26,Cryptocurrency – Trading
67310,Welcome to Ebook Bazar,40,eBooks – Other
67311,Welcome to Ebook Bazar,40,eBooks – Other
67349,★| ★| ComboList Maker! | FREE | Professional | Easy |★| ★,120,Fraud
67362,Read this before looking into thread / Posting new threads,103,Other
67363,naughtyamerica.com full database,65,Anonymity – VPN
67370,brooketyler.com success keyword,65,Anonymity – VPN
67393,realcarders database,24,eBooks – Technical
67394,sktorrent.eu database,24,eBooks – Technical
67397,thebotnet database,24,eBooks – Technical
67399,Not allowed databases,19,Anonymity – Tor
67402,Databases 1.6 gb total,12,Other
67403,databases 500 mb,0,Other
67491,MASK SMS SENDING,10,Other
67524,porn database,24,eBooks – Technical
67563,A couple site databases for you,28,Cashing Out
67564,"A couple more site db's for you,",28,Cashing Out
67572,"Some admin logins,",39,Other
67583,Sentry MBA leaking real IP address,70,Transportation/Stealth
67620,wat pastebin/file hosts r allowed?,0,Other
67621,27000+ Alive Proxy List 2016-05-13,143,eBooks – Technical
67622,600 L1 + L2 High Anonymous Proxies 2016-05-13,115,Anonymity – Other
67632,Educate Your self ! Learn what does not exits and what exists,47,eBooks – Technical
67710,nulled.io database complete,24,eBooks – Technical
67744,Activate Microsoft Office 2016 Official using Product Key/Activator/Crack/Kms Permane,149,PGP/GPG
67745,Internet Download Manager 2016 Full Cracked version 2.26,12,Other
67818,SpyShelter Premium 10.6.1 Incl. Serial Key,140,PGP/GPG
67847,Gather Proxy 8.9 Cracked Premium Version VIP 2016,133,Anonymity – VPN
67909,[TUT] Get free unlimited bandwith without paying a cent,153,Fraud
67925,ProxyFire,0,Other
67926,Auto Root 2001-2015,0,Other
67956,Socks5,241,Anonymity – Proxies
67990,Free socks5,241,Anonymity – Proxies
68025,how to decrypt the passwords of a large leaked database I have,24,Hacking – Wireless Networks
68074,ZOOSKCOM database,24,eBooks – Technical
68075,Blackhatworld database,24,eBooks – Technical
68098,porn hit combo,9,Other
68112,payza account for online worker,77,Anonymity – VPN
68127,proxylist,0,Other
68142,Yahoo Cracking or Related sites?,83,Carding
68190,"Everything about carding, hacking, counterfeit products etc..",0,Counterfeit Currency
68218,20k TW email pass Combolist SQLI,57,Anonymity – Other
68219,Facebook Kit Cracking/Bruteing PHP Script,111,Hacking – Website
68280,Proxy Multiply 1.0.0.88 (plus plugins),72,eBooks – Technical
68281,Scrapebox Pre Cracked Version v1.15.70,11,Other
68295,carding dorks,1310,Carding
68299,06-07-2016 | socks 5 & 4,173,Anonymity – Proxies
68308,Freiwild Shop Leak (Email:Pass)-MD5,75,Anonymity – Other
68319,[2.7] — Proxy Checker [ All Type ] — StreetWorkout,51,Anonymity – Proxies
68321,Dork Finder Kenga,0,Other
68325,Help Sentry mba failure key,174,PGP/GPG
68343,[NEW] [EN] Steam Guard Code Fetcher - by RubiconTeam,22,Resources – Identity Documents
68383,SQLI Dumper v.8.2,9,Other
68384,Skype Bruteforce/Checker,0,Other
68385,Sentry MBA AIO Toolkit v3.0 ++ | 1000 bots | Fixes | Proxies | Combos | SQLi,47,Anonymity – Proxies
68392,Acunetix Web Vulnerability Scanner 10.5 Cracked,47,eBooks – Technical
68400,[NEW] Amazon Account Cracker,81,Fraud
68406,Sentry MBA Basic Config Tutorial,76,Carding
68435,how to use Sentry MBA Variables Wizard AddRedirectURL?,22,Anonymity – Proxies
68436,"A few cards to share,",19,Cashing Out
68437,"A Few More Cards For Now,",47,Cashing Out
68519,22-07-2007 | Proxy List,131,eBooks – Technical
68551,VK Leaks,0,Other
68571,15k mp,0,Other
68581,eshop.sunlite.hk  database,24,eBooks – Technical
68599,Amazon Account Cracker V1.5 (Captures Orers + Balance),81,Fraud
68662,10k Email:Pass  combo,57,Anonymity – Other
68720,which program is best,26,Other
68735,origin cracking tool,28,Hacking – Wireless Networks
68736,origin cracking tool,28,Hacking – Wireless Networks
68750,new to sentry/capture vs. proxys,22,Resources – Identity Documents
68751,"sentry error message ""syntax in login url""",31,PGP/GPG
68756,05 -08-2016 | Socks 5 & 4 dichvusocks,173,Anonymity – Proxies
68773,HMA Ultimate Proxy Grabber v1.4 - by MikiSoft,51,Anonymity – Proxies
68774,Parser v.1.0 от Azimut500,0,Other
68840,How to bypass MAC filter - Kali Linux,25,eBooks – Technical
68841,How to Crack WPS pin with minidwep-gtk - WifiSlax,49,eBooks – Technical
68842,How to generate Wordlist with Crunch - Kali Linux,74,eBooks – Technical
68843,How to Hack WPA/WPA2 - Linset Evil Twin Attack with Phishing,95,Fraud
68880,Selling carding tutorial (sorry for posting here),1389,Carding
68997,Sentry OCR Stage,0,Other
